Data_Referencia,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,AEB,Seccio_Censal,Valor
2010-01-01,1,Ciutat Vella,1,el Raval,1,1001,1327
2010-01-01,1,Ciutat Vella,1,el Raval,1,1002,1483
2010-01-01,1,Ciutat Vella,1,el Raval,2,1003,3266
2010-01-01,1,Ciutat Vella,1,el Raval,2,1004,2917
2010-01-01,1,Ciutat Vella,1,el Raval,3,1005,2401
2010-01-01,1,Ciutat Vella,1,el Raval,3,1006,1996
2010-01-01,1,Ciutat Vella,1,el Raval,3,1007,1979
2010-01-01,1,Ciutat Vella,1,el Raval,4,1008,3275
2010-01-01,1,Ciutat Vella,1,el Raval,4,1009,2160
2010-01-01,1,Ciutat Vella,1,el Raval,4,1010,2303
2010-01-01,1,Ciutat Vella,1,el Raval,5,1011,3388
2010-01-01,1,Ciutat Vella,1,el Raval,5,1012,1908
2010-01-01,1,Ciutat Vella,1,el Raval,5,1013,1267
2010-01-01,1,Ciutat Vella,1,el Raval,6,1014,1900
2010-01-01,1,Ciutat Vella,1,el Raval,6,1015,2310
2010-01-01,1,Ciutat Vella,1,el Raval,6,1016,2337
2010-01-01,1,Ciutat Vella,1,el Raval,6,1017,2706
2010-01-01,1,Ciutat Vella,1,el Raval,7,1018,1451
2010-01-01,1,Ciutat Vella,1,el Raval,7,1019,2784
2010-01-01,1,Ciutat Vella,1,el Raval,7,1020,2152
2010-01-01,1,Ciutat Vella,1,el Raval,8,1021,2046
2010-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,1022,1243
2010-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,1023,3486
2010-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,1025,1375
2010-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,1026,3032
2010-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,1027,1596
2010-01-01,1,Ciutat Vella,2,el Barri Gòtic,11,1028,2016
2010-01-01,1,Ciutat Vella,2,el Barri Gòtic,11,1029,1490
2010-01-01,1,Ciutat Vella,2,el Barri Gòtic,12,1030,2565
2010-01-01,1,Ciutat Vella,2,el Barri Gòtic,12,1031,1717
2010-01-01,1,Ciutat Vella,3,la Barceloneta,13,1032,2009
2010-01-01,1,Ciutat Vella,3,la Barceloneta,13,1033,1198
2010-01-01,1,Ciutat Vella,3,la Barceloneta,13,1034,1135
2010-01-01,1,Ciutat Vella,3,la Barceloneta,14,1035,1453
2010-01-01,1,Ciutat Vella,3,la Barceloneta,14,1036,1184
2010-01-01,1,Ciutat Vella,3,la Barceloneta,15,1037,1443
2010-01-01,1,Ciutat Vella,3,la Barceloneta,15,1038,1634
2010-01-01,1,Ciutat Vella,3,la Barceloneta,15,1039,1437
2010-01-01,1,Ciutat Vella,3,la Barceloneta,15,1040,1145
2010-01-01,1,Ciutat Vella,3,la Barceloneta,15,1041,1625
2010-01-01,1,Ciutat Vella,3,la Barceloneta,15,1042,1827
2010-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",16,1043,1116
2010-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",16,1044,1473
2010-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",16,1045,2098
2010-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",16,1046,1805
2010-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",17,1047,1921
2010-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",17,1048,2263
2010-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",17,1049,1357
2010-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",18,1050,1588
2010-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",18,1051,1834
2010-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",18,1052,2489
2010-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",19,1053,2115
2010-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",19,1054,1347
2010-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",19,1055,1292
2010-01-01,2,Eixample,5,el Fort Pienc,20,2001,1119
2010-01-01,2,Eixample,5,el Fort Pienc,20,2002,3150
2010-01-01,2,Eixample,5,el Fort Pienc,20,2003,1269
2010-01-01,2,Eixample,5,el Fort Pienc,20,2004,1521
2010-01-01,2,Eixample,5,el Fort Pienc,20,2005,2121
2010-01-01,2,Eixample,5,el Fort Pienc,20,2006,1600
2010-01-01,2,Eixample,5,el Fort Pienc,20,2007,1287
2010-01-01,2,Eixample,5,el Fort Pienc,20,2008,1832
2010-01-01,2,Eixample,5,el Fort Pienc,20,2009,1689
2010-01-01,2,Eixample,5,el Fort Pienc,21,2010,1210
2010-01-01,2,Eixample,5,el Fort Pienc,21,2011,1098
2010-01-01,2,Eixample,5,el Fort Pienc,21,2012,1563
2010-01-01,2,Eixample,5,el Fort Pienc,21,2013,1151
2010-01-01,2,Eixample,5,el Fort Pienc,22,2014,1329
2010-01-01,2,Eixample,5,el Fort Pienc,22,2015,1609
2010-01-01,2,Eixample,5,el Fort Pienc,22,2016,1944
2010-01-01,2,Eixample,5,el Fort Pienc,22,2017,1939
2010-01-01,2,Eixample,5,el Fort Pienc,22,2018,1893
2010-01-01,2,Eixample,5,el Fort Pienc,22,2019,1925
2010-01-01,2,Eixample,5,el Fort Pienc,22,2020,1399
2010-01-01,2,Eixample,6,la Sagrada Família,23,2021,1520
2010-01-01,2,Eixample,6,la Sagrada Família,23,2022,1244
2010-01-01,2,Eixample,6,la Sagrada Família,23,2023,1139
2010-01-01,2,Eixample,6,la Sagrada Família,23,2024,1197
2010-01-01,2,Eixample,6,la Sagrada Família,24,2025,1212
2010-01-01,2,Eixample,6,la Sagrada Família,24,2026,2116
2010-01-01,2,Eixample,6,la Sagrada Família,24,2027,2010
2010-01-01,2,Eixample,6,la Sagrada Família,24,2028,2113
2010-01-01,2,Eixample,6,la Sagrada Família,24,2029,1150
2010-01-01,2,Eixample,6,la Sagrada Família,24,2030,1284
2010-01-01,2,Eixample,6,la Sagrada Família,24,2031,1011
2010-01-01,2,Eixample,6,la Sagrada Família,24,2032,1362
2010-01-01,2,Eixample,6,la Sagrada Família,25,2033,1169
2010-01-01,2,Eixample,6,la Sagrada Família,25,2034,1147
2010-01-01,2,Eixample,6,la Sagrada Família,25,2035,1316
2010-01-01,2,Eixample,6,la Sagrada Família,25,2036,1231
2010-01-01,2,Eixample,6,la Sagrada Família,25,2037,1211
2010-01-01,2,Eixample,6,la Sagrada Família,25,2038,1605
2010-01-01,2,Eixample,6,la Sagrada Família,25,2039,1738
2010-01-01,2,Eixample,6,la Sagrada Família,25,2040,1596
2010-01-01,2,Eixample,6,la Sagrada Família,26,2041,1721
2010-01-01,2,Eixample,6,la Sagrada Família,26,2042,1735
2010-01-01,2,Eixample,6,la Sagrada Família,26,2043,1445
2010-01-01,2,Eixample,6,la Sagrada Família,26,2044,1225
2010-01-01,2,Eixample,6,la Sagrada Família,26,2045,1231
2010-01-01,2,Eixample,6,la Sagrada Família,26,2046,1841
2010-01-01,2,Eixample,6,la Sagrada Família,26,2047,1853
2010-01-01,2,Eixample,6,la Sagrada Família,26,2048,1231
2010-01-01,2,Eixample,6,la Sagrada Família,27,2049,2193
2010-01-01,2,Eixample,6,la Sagrada Família,27,2050,1656
2010-01-01,2,Eixample,6,la Sagrada Família,27,2051,2089
2010-01-01,2,Eixample,6,la Sagrada Família,27,2052,1821
2010-01-01,2,Eixample,6,la Sagrada Família,27,2053,1822
2010-01-01,2,Eixample,6,la Sagrada Família,27,2054,1930
2010-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2055,1902
2010-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2056,1431
2010-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2057,1199
2010-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2058,1361
2010-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2059,1579
2010-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2060,1649
2010-01-01,2,Eixample,7,la Dreta de l'Eixample,29,2061,1419
2010-01-01,2,Eixample,7,la Dreta de l'Eixample,29,2062,1566
2010-01-01,2,Eixample,7,la Dreta de l'Eixample,29,2063,1146
2010-01-01,2,Eixample,7,la Dreta de l'Eixample,29,2064,1393
2010-01-01,2,Eixample,7,la Dreta de l'Eixample,29,2065,1815
2010-01-01,2,Eixample,7,la Dreta de l'Eixample,30,2066,1919
2010-01-01,2,Eixample,7,la Dreta de l'Eixample,30,2067,1632
2010-01-01,2,Eixample,7,la Dreta de l'Eixample,30,2068,1740
2010-01-01,2,Eixample,7,la Dreta de l'Eixample,30,2069,1328
2010-01-01,2,Eixample,7,la Dreta de l'Eixample,31,2070,1402
2010-01-01,2,Eixample,7,la Dreta de l'Eixample,31,2071,1696
2010-01-01,2,Eixample,7,la Dreta de l'Eixample,31,2072,1214
2010-01-01,2,Eixample,7,la Dreta de l'Eixample,32,2073,1652
2010-01-01,2,Eixample,7,la Dreta de l'Eixample,32,2074,1159
2010-01-01,2,Eixample,7,la Dreta de l'Eixample,32,2075,1165
2010-01-01,2,Eixample,7,la Dreta de l'Eixample,32,2076,1594
2010-01-01,2,Eixample,7,la Dreta de l'Eixample,33,2077,1491
2010-01-01,2,Eixample,7,la Dreta de l'Eixample,34,2078,1406
2010-01-01,2,Eixample,7,la Dreta de l'Eixample,34,2079,1231
2010-01-01,2,Eixample,7,la Dreta de l'Eixample,35,2080,1375
2010-01-01,2,Eixample,7,la Dreta de l'Eixample,35,2081,2077
2010-01-01,2,Eixample,7,la Dreta de l'Eixample,36,2082,941
2010-01-01,2,Eixample,7,la Dreta de l'Eixample,36,2083,1581
2010-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,37,2084,2049
2010-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,37,2085,1422
2010-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,37,2086,1353
2010-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,37,2087,1441
2010-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,38,2088,1709
2010-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,38,2089,1834
2010-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,38,2090,1672
2010-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,39,2091,1776
2010-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,39,2092,1863
2010-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,40,2093,1561
2010-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,40,2094,1530
2010-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,40,2095,1541
2010-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,40,2096,1460
2010-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,40,2097,1106
2010-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,41,2098,1540
2010-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,41,2099,1495
2010-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,41,2100,1398
2010-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,41,2101,2153
2010-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,42,2102,1351
2010-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,42,2103,1746
2010-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,42,2104,1109
2010-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,42,2105,2123
2010-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,43,2106,1384
2010-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,43,2107,1592
2010-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,43,2108,1549
2010-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,43,2109,1940
2010-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,44,2110,1858
2010-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,44,2111,1810
2010-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,44,2112,1314
2010-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,44,2113,1696
2010-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,44,2114,1640
2010-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2115,1348
2010-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2116,1051
2010-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2117,1194
2010-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2118,1525
2010-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2119,1257
2010-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2120,1237
2010-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2121,1266
2010-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2122,1087
2010-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2123,1107
2010-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2124,1160
2010-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2125,1669
2010-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2126,1583
2010-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2127,1149
2010-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2128,1331
2010-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2129,1604
2010-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2130,1098
2010-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2131,1235
2010-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2132,1214
2010-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2133,931
2010-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2134,1493
2010-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2135,2166
2010-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2136,975
2010-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2137,1428
2010-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2138,1870
2010-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2139,1723
2010-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2140,1958
2010-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2141,1235
2010-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2142,1963
2010-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2143,1260
2010-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2144,1563
2010-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2145,1249
2010-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2146,1202
2010-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2147,2204
2010-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2148,1611
2010-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2149,1749
2010-01-01,2,Eixample,10,Sant Antoni,51,2150,1488
2010-01-01,2,Eixample,10,Sant Antoni,51,2151,1504
2010-01-01,2,Eixample,10,Sant Antoni,51,2152,1251
2010-01-01,2,Eixample,10,Sant Antoni,51,2153,1306
2010-01-01,2,Eixample,10,Sant Antoni,51,2154,1031
2010-01-01,2,Eixample,10,Sant Antoni,51,2155,1885
2010-01-01,2,Eixample,10,Sant Antoni,51,2156,1255
2010-01-01,2,Eixample,10,Sant Antoni,51,2157,1172
2010-01-01,2,Eixample,10,Sant Antoni,52,2158,1700
2010-01-01,2,Eixample,10,Sant Antoni,52,2159,1837
2010-01-01,2,Eixample,10,Sant Antoni,52,2160,1970
2010-01-01,2,Eixample,10,Sant Antoni,52,2161,1077
2010-01-01,2,Eixample,10,Sant Antoni,52,2162,1326
2010-01-01,2,Eixample,10,Sant Antoni,53,2163,1750
2010-01-01,2,Eixample,10,Sant Antoni,53,2164,1427
2010-01-01,2,Eixample,10,Sant Antoni,53,2165,1622
2010-01-01,2,Eixample,10,Sant Antoni,54,2166,2117
2010-01-01,2,Eixample,10,Sant Antoni,54,2167,2046
2010-01-01,2,Eixample,10,Sant Antoni,54,2168,2193
2010-01-01,2,Eixample,10,Sant Antoni,55,2169,1635
2010-01-01,2,Eixample,10,Sant Antoni,55,2170,1699
2010-01-01,2,Eixample,10,Sant Antoni,55,2171,1613
2010-01-01,2,Eixample,10,Sant Antoni,55,2172,1680
2010-01-01,2,Eixample,10,Sant Antoni,55,2173,1545
2010-01-01,3,Sants-Montjuïc,11,el Poble-sec,56,3001,1781
2010-01-01,3,Sants-Montjuïc,11,el Poble-sec,56,3002,2079
2010-01-01,3,Sants-Montjuïc,11,el Poble-sec,56,3003,1648
2010-01-01,3,Sants-Montjuïc,11,el Poble-sec,56,3004,1575
2010-01-01,3,Sants-Montjuïc,11,el Poble-sec,56,3005,1170
2010-01-01,3,Sants-Montjuïc,11,el Poble-sec,56,3006,1480
2010-01-01,3,Sants-Montjuïc,11,el Poble-sec,56,3007,1684
2010-01-01,3,Sants-Montjuïc,11,el Poble-sec,56,3008,1219
2010-01-01,3,Sants-Montjuïc,11,el Poble-sec,56,3009,1214
2010-01-01,3,Sants-Montjuïc,11,el Poble-sec,57,3010,1660
2010-01-01,3,Sants-Montjuïc,11,el Poble-sec,57,3011,1878
2010-01-01,3,Sants-Montjuïc,11,el Poble-sec,57,3012,2225
2010-01-01,3,Sants-Montjuïc,11,el Poble-sec,57,3013,2011
2010-01-01,3,Sants-Montjuïc,11,el Poble-sec,57,3014,1862
2010-01-01,3,Sants-Montjuïc,11,el Poble-sec,57,3015,3072
2010-01-01,3,Sants-Montjuïc,11,el Poble-sec,57,3016,1170
2010-01-01,3,Sants-Montjuïc,11,el Poble-sec,57,3017,1830
2010-01-01,3,Sants-Montjuïc,11,el Poble-sec,58,3018,1676
2010-01-01,3,Sants-Montjuïc,11,el Poble-sec,58,3019,1497
2010-01-01,3,Sants-Montjuïc,11,el Poble-sec,58,3020,1271
2010-01-01,3,Sants-Montjuïc,11,el Poble-sec,58,3021,1141
2010-01-01,3,Sants-Montjuïc,11,el Poble-sec,58,3022,1481
2010-01-01,3,Sants-Montjuïc,11,el Poble-sec,59,3023,1828
2010-01-01,3,Sants-Montjuïc,11,el Poble-sec,59,3024,1934
2010-01-01,3,Sants-Montjuïc,12,la Marina del Prat Vermell,60,3025,1135
2010-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,3026,1075
2010-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,3027,1686
2010-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,3028,1958
2010-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,3029,1288
2010-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,3030,1611
2010-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,3031,2540
2010-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,3032,1480
2010-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,3033,1458
2010-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,3034,1562
2010-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,3211,1459
2010-01-01,3,Sants-Montjuïc,13,la Marina de Port,63,3035,2361
2010-01-01,3,Sants-Montjuïc,13,la Marina de Port,63,3036,2221
2010-01-01,3,Sants-Montjuïc,13,la Marina de Port,63,3037,1167
2010-01-01,3,Sants-Montjuïc,13,la Marina de Port,63,3212,2441
2010-01-01,3,Sants-Montjuïc,13,la Marina de Port,63,3213,2466
2010-01-01,3,Sants-Montjuïc,13,la Marina de Port,64,3038,971
2010-01-01,3,Sants-Montjuïc,13,la Marina de Port,64,3039,2364
2010-01-01,3,Sants-Montjuïc,14,la Font de la Guatlla,65,3040,1617
2010-01-01,3,Sants-Montjuïc,14,la Font de la Guatlla,65,3041,1359
2010-01-01,3,Sants-Montjuïc,14,la Font de la Guatlla,65,3042,1283
2010-01-01,3,Sants-Montjuïc,14,la Font de la Guatlla,65,3043,1611
2010-01-01,3,Sants-Montjuïc,14,la Font de la Guatlla,65,3044,1892
2010-01-01,3,Sants-Montjuïc,14,la Font de la Guatlla,65,3045,1052
2010-01-01,3,Sants-Montjuïc,14,la Font de la Guatlla,65,3046,1467
2010-01-01,3,Sants-Montjuïc,15,Hostafrancs,66,3047,1822
2010-01-01,3,Sants-Montjuïc,15,Hostafrancs,66,3048,1476
2010-01-01,3,Sants-Montjuïc,15,Hostafrancs,66,3049,1640
2010-01-01,3,Sants-Montjuïc,15,Hostafrancs,66,3050,1630
2010-01-01,3,Sants-Montjuïc,15,Hostafrancs,67,3051,1935
2010-01-01,3,Sants-Montjuïc,15,Hostafrancs,67,3052,1223
2010-01-01,3,Sants-Montjuïc,15,Hostafrancs,67,3053,1995
2010-01-01,3,Sants-Montjuïc,15,Hostafrancs,67,3054,1817
2010-01-01,3,Sants-Montjuïc,15,Hostafrancs,67,3055,1555
2010-01-01,3,Sants-Montjuïc,15,Hostafrancs,67,3056,868
2010-01-01,3,Sants-Montjuïc,16,la Bordeta,68,3057,1527
2010-01-01,3,Sants-Montjuïc,16,la Bordeta,68,3058,1219
2010-01-01,3,Sants-Montjuïc,16,la Bordeta,68,3059,1244
2010-01-01,3,Sants-Montjuïc,16,la Bordeta,68,3060,1366
2010-01-01,3,Sants-Montjuïc,16,la Bordeta,68,3061,1145
2010-01-01,3,Sants-Montjuïc,16,la Bordeta,69,3062,1655
2010-01-01,3,Sants-Montjuïc,16,la Bordeta,69,3063,1308
2010-01-01,3,Sants-Montjuïc,16,la Bordeta,69,3064,1272
2010-01-01,3,Sants-Montjuïc,16,la Bordeta,69,3065,1506
2010-01-01,3,Sants-Montjuïc,16,la Bordeta,69,3066,2292
2010-01-01,3,Sants-Montjuïc,16,la Bordeta,69,3067,1698
2010-01-01,3,Sants-Montjuïc,16,la Bordeta,69,3068,1229
2010-01-01,3,Sants-Montjuïc,16,la Bordeta,69,3069,1184
2010-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3070,1388
2010-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3071,1331
2010-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3072,1412
2010-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3073,1583
2010-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3074,1731
2010-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3075,1573
2010-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3076,1040
2010-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3077,1300
2010-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3078,1619
2010-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3079,1828
2010-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3080,1587
2010-01-01,3,Sants-Montjuïc,17,Sants - Badal,71,3081,1980
2010-01-01,3,Sants-Montjuïc,17,Sants - Badal,71,3082,1840
2010-01-01,3,Sants-Montjuïc,17,Sants - Badal,71,3083,1389
2010-01-01,3,Sants-Montjuïc,17,Sants - Badal,71,3084,1510
2010-01-01,3,Sants-Montjuïc,17,Sants - Badal,71,3085,1239
2010-01-01,3,Sants-Montjuïc,18,Sants,72,3086,1321
2010-01-01,3,Sants-Montjuïc,18,Sants,72,3087,1527
2010-01-01,3,Sants-Montjuïc,18,Sants,72,3088,1424
2010-01-01,3,Sants-Montjuïc,18,Sants,72,3089,1215
2010-01-01,3,Sants-Montjuïc,18,Sants,72,3090,1106
2010-01-01,3,Sants-Montjuïc,18,Sants,72,3091,1471
2010-01-01,3,Sants-Montjuïc,18,Sants,72,3092,1208
2010-01-01,3,Sants-Montjuïc,18,Sants,72,3093,1595
2010-01-01,3,Sants-Montjuïc,18,Sants,72,3094,1158
2010-01-01,3,Sants-Montjuïc,18,Sants,73,3095,1626
2010-01-01,3,Sants-Montjuïc,18,Sants,73,3096,1629
2010-01-01,3,Sants-Montjuïc,18,Sants,73,3097,1698
2010-01-01,3,Sants-Montjuïc,18,Sants,73,3098,1431
2010-01-01,3,Sants-Montjuïc,18,Sants,73,3099,1076
2010-01-01,3,Sants-Montjuïc,18,Sants,73,3100,1231
2010-01-01,3,Sants-Montjuïc,18,Sants,74,3101,2769
2010-01-01,3,Sants-Montjuïc,18,Sants,74,3102,1404
2010-01-01,3,Sants-Montjuïc,18,Sants,74,3103,1238
2010-01-01,3,Sants-Montjuïc,18,Sants,74,3104,1432
2010-01-01,3,Sants-Montjuïc,18,Sants,75,3105,1197
2010-01-01,3,Sants-Montjuïc,18,Sants,75,3106,1282
2010-01-01,3,Sants-Montjuïc,18,Sants,76,3107,1474
2010-01-01,3,Sants-Montjuïc,18,Sants,76,3108,1651
2010-01-01,3,Sants-Montjuïc,18,Sants,76,3109,1482
2010-01-01,3,Sants-Montjuïc,18,Sants,76,3110,1417
2010-01-01,3,Sants-Montjuïc,18,Sants,76,3111,1231
2010-01-01,3,Sants-Montjuïc,18,Sants,76,3112,1835
2010-01-01,3,Sants-Montjuïc,18,Sants,76,3113,1554
2010-01-01,3,Sants-Montjuïc,18,Sants,76,3114,1429
2010-01-01,4,Les Corts,19,les Corts,77,4001,1242
2010-01-01,4,Les Corts,19,les Corts,77,4002,1776
2010-01-01,4,Les Corts,19,les Corts,77,4003,1051
2010-01-01,4,Les Corts,19,les Corts,77,4004,1008
2010-01-01,4,Les Corts,19,les Corts,77,4005,1260
2010-01-01,4,Les Corts,19,les Corts,77,4006,1184
2010-01-01,4,Les Corts,19,les Corts,77,4007,1169
2010-01-01,4,Les Corts,19,les Corts,77,4008,1135
2010-01-01,4,Les Corts,19,les Corts,77,4009,1434
2010-01-01,4,Les Corts,19,les Corts,78,4010,881
2010-01-01,4,Les Corts,19,les Corts,78,4011,1681
2010-01-01,4,Les Corts,19,les Corts,78,4012,1470
2010-01-01,4,Les Corts,19,les Corts,78,4013,1289
2010-01-01,4,Les Corts,19,les Corts,78,4014,873
2010-01-01,4,Les Corts,19,les Corts,78,4015,1936
2010-01-01,4,Les Corts,19,les Corts,78,4016,1141
2010-01-01,4,Les Corts,19,les Corts,79,4017,1200
2010-01-01,4,Les Corts,19,les Corts,79,4018,1473
2010-01-01,4,Les Corts,19,les Corts,79,4019,1310
2010-01-01,4,Les Corts,19,les Corts,79,4020,1315
2010-01-01,4,Les Corts,19,les Corts,79,4021,1297
2010-01-01,4,Les Corts,19,les Corts,80,4022,1577
2010-01-01,4,Les Corts,19,les Corts,81,4023,1063
2010-01-01,4,Les Corts,19,les Corts,81,4024,1010
2010-01-01,4,Les Corts,19,les Corts,82,4025,1171
2010-01-01,4,Les Corts,19,les Corts,82,4026,1299
2010-01-01,4,Les Corts,19,les Corts,82,4027,1213
2010-01-01,4,Les Corts,19,les Corts,83,4028,1316
2010-01-01,4,Les Corts,19,les Corts,83,4029,1223
2010-01-01,4,Les Corts,19,les Corts,83,4030,1725
2010-01-01,4,Les Corts,19,les Corts,84,4031,2878
2010-01-01,4,Les Corts,19,les Corts,84,4032,1590
2010-01-01,4,Les Corts,19,les Corts,84,4033,1183
2010-01-01,4,Les Corts,19,les Corts,84,4034,1503
2010-01-01,4,Les Corts,19,les Corts,84,4035,1443
2010-01-01,4,Les Corts,20,la Maternitat i Sant Ramon,85,4036,1679
2010-01-01,4,Les Corts,20,la Maternitat i Sant Ramon,85,4037,2132
